"EMPLOYER_STATE_PROVINCE","EMPLOYER_CITY","EMPLOYER_POSTAL_CODE","count"
"MINNESOTA","MINNEAPOLIS","55426",1
"MINNESOTA","MINNEAPOLIS","55437",1
"MINNESOTA","MINNEAPOLIS","55442",1
"MINNESOTA","MINNEAPOLIS, MN 55407","55047",1
"MINNESOTA","MOORHEAD","56562",1
"MINNESOTA","NEW PRAGUE","56071",1
"MINNESOTA","NEW ULM","56073",1
"MINNESOTA","OLIVIA","56277",1
"MINNESOTA","OWATONNA","55060",1
"MINNESOTA","PERHAM","56573",1
"MINNESOTA","PIPESTONE","56164",1
"MINNESOTA","PLYMOUTH","55441-7000",1
"MINNESOTA","SAINT PAUL","55101",1
"MINNESOTA","SPRING PARK","55384",1
"MINNESOTA","ST PAUL","55102",1
"MINNESOTA","ST PAUL","55105",1
"MINNESOTA","ST PAUL","55117",1
"MINNESOTA","ST PAUL","55118",1
"MINNESOTA","ST. PAUL","55114",1
"MINNESOTA","WILLMAR","56201",1
"MINNESOTA","WINONA","55987",1
"MINNESOTA 503-78-1984","ALTAMONT","57226",1
"MINNESOTA LEDELSEA","HOPKINS","55343",1
"MINNESOTA MINNESOTA","EAGAN","55122",1
"MINNESOTA NEIGHBOR LLC","MINNEAPOLIS","55401",1
"MISSISSIPPI","GRENADA","38901",1
"MISSISSIPPI","INDIANOLA","38751",1
"MISSISSIPPI","JACKSON","39201",1
"MISSISSIPPI","LORMAN","39096",1
"MISSISSIPPI","NEW ALBANY","38652",1
"MISSISSIPPI","RIDGELAND","39157",1
"MISSISSIPPI","ROLLING FORK","39159",1
"MISSISSIPPI","SOUTHAVEN","38671",1
"MISSISSIPPI","STARKVILLE","39759",1
"MISSOURI","CAPE GIRARDEAU","63701",1
"MISSOURI","COLUMBIA","65201",1
"MISSOURI","EARTH CITY","63045",1
"MISSOURI","HERMANN","65041",1
"MISSOURI","JOPLIN","64804",1
"MISSOURI","KANSAS CITY","64102",1
"MISSOURI","KANSAS CITY","64106",1
"MISSOURI","KANSAS CITY","64111",1
"MISSOURI","KANSAS CITY","64118",1
"MISSOURI","KANSAS CITY","64132",1
"MISSOURI","KANSAS CITY","64153",1
"MISSOURI","KIRKSVILLE","63501",1
"MISSOURI","LEES SUMMIT","64063",1
"MISSOURI","MARYVILLE","64468",1
"MISSOURI","MOUNTAIN GROVE","65711",1
"MISSOURI","PARKVILLE","64152",1
"MISSOURI","RICHMOND HEIGHTS","63117",1
"MISSOURI","SAINT CHARLES","63304",1
"MISSOURI","SAINT LOUIS","63101",1
"MISSOURI","SAINT LOUIS","63105",1
"MISSOURI","SAINT LOUIS","63128",1
"MISSOURI","SPRINGFIELD","65801",1
"MISSOURI","SPRINGFIELD","65897",1
"MISSOURI","ST LOUIS","63105",1
"MISSOURI","ST PETERS","63376",1
"MISSOURI","ST. CHARLES","63304",1
"MISSOURI","ST. LOUIS","63103",1
"MISSOURI","ST. LOUIS","63105",1
"MISSOURI","ST. LOUIS","63127",1
"MISSOURI","ST. LOUIS","63130",1
"MISSOURI","ST. LOUIS","63131",1
"MISSOURI","TROY","63379-1513",1
"MISSOURI","WARRENSBURG","64093",1
"MISSOURI","WASHINGTON","63090",1
"MISSOURI","WILDWOOD","63005",1
"MISSOURI CITY OF KANSAS CITY, MISSOURI","KANSAS CITY","64106",1
"MISSOURI ST.LOUIS COUNTY","CHESTERFIELD","63005",1
"MONTANA","BELGRADE","59714",1
"MONTANA","BILLINGS","59101",1
"MONTANA","BOX ELDER","59521",1
"MONTANA","BOZEMAN","59717",1
"MONTANA","GARDINER","59030",1
"MONTANA","GREAT FALLS","59401",1
"MONTANA","GREAT FALLS","59405",1
"MONTANA","MELSTONE","59054",1
"MONTANA","MISSOULA","59808",1
"MONTANA","POPLAR","59255",1
"MONTANA","WEST YELLOWSTONE","59758",1
"MONTANA","WHITE SULPHUR SPRINGS","59645",1
"NEBRASKA","BERTRAND","68927",1
"NEBRASKA","BUTTE","68722",1
"NEBRASKA","GRAND ISLAND","68803",1
"NEBRASKA","KEARNEY","68845",1
"NEBRASKA","LEXINGTON","68850",1
"NEBRASKA","LINCOLN","68509",1
"NEBRASKA","LINCOLN","68510",1
"NEBRASKA","OMAHA","68122-2216",1
"NEBRASKA","OMAHA","68124",1
"NEBRASKA","OMAHA","68137",1
"NEBRASKA","OMAHA","68138",1
"NEBRASKA","OMAHA","68178",1
"NEBRASKA","OMAHA","68182",1
"NEBRASKA","ORD","68862",1
"NEBRASKA","SIDNEY","69160",1
"NEBRASKA","YORK","68467",1
"NEBRASKA NE","OMAHA","68137",1
"NEVADA","CALIENTE","89008",1
"NEVADA","CARSON CITY","89706",1
"NEVADA","ELKO","89801",1
"NEVADA","HENDERSON","89002",1
"NEVADA","HENDERSON","89074",1
"NEVADA","INCLINE VILLAGE","89451",1
"NEVADA","LAS VEGAS","89104",1
"NEVADA","LAS VEGAS","89107",1
"NEVADA","LAS VEGAS","89113",1
"NEVADA","LAS VEGAS","89115",1
"NEVADA","LAS VEGAS","89121",1
"NEVADA","LAS VEGAS","89134",1
"NEVADA","LAS VEGAS","89139",1
"NEVADA","LAS VEGAS","89141",1
"NEVADA","LAS VEGAS","89147",1
"NEVADA","LAS VEGAS","89150",1
"NEVADA","LAS VEGAS","89154",1
"NEVADA","LAS VEGAS","89169",1
"NEVADA","MCCARRAN","89437",1
"NEVADA","NORTH LAS VEGAS","89084",1
"NEVADA","RENO","89521",1
"NEVADA","SPARKS","89434",1
"NEVADA NV","LAS VEGAS","89101",1
"NEVADA SAME","LAS VEGAS","89146",1
"NEW HAMPSHIRE","AMHERST","03031",1
"NEW HAMPSHIRE","BEDFORD","03110",1
"NEW HAMPSHIRE","DERRY","03038",1
"NEW HAMPSHIRE","DOVER","03820",1
"NEW HAMPSHIRE","DURHAM","03824",1
"NEW HAMPSHIRE","EXETER","03833",1
"NEW HAMPSHIRE","GREENLAND","03840",1
"NEW HAMPSHIRE","HANOVER","03755",1
"NEW HAMPSHIRE","LANCASTER","03584",1
"NEW HAMPSHIRE","LEBANON","03756",1
"NEW HAMPSHIRE","MADISON","03849",1
"NEW HAMPSHIRE","MANCHESTER","03101",1
"NEW HAMPSHIRE","MANCHESTER","03102",1
"NEW HAMPSHIRE","MANCHESTER","03110",1
"NEW HAMPSHIRE","NORTH SUTTON","03260",1
"NEW HAMPSHIRE","ROCHESTER","03839",1
"NEW HAMPSHIRE","SALEM","03079",1
"NEW JERSEY","ASBURY","08802",1
"NEW JERSEY","BEDMINSTER","07921",1
"NEW JERSEY","BELLE MEAD","08502",1
"NEW JERSEY","BERNARDSVILLE","07924",1
"NEW JERSEY","BLOOMFIELD","07003",1
"NEW JERSEY","BOONTON","07005",1
"NEW JERSEY","BORDENTOWN","08505",1
"NEW JERSEY","BRANCHBURG","08876",1
"NEW JERSEY","BRICK","08723",1
"NEW JERSEY","BRIDGEWATER","08807-2900",1
"NEW JERSEY","BURLINGTON","08016",1
"NEW JERSEY","CAMDEN","08103",1
"NEW JERSEY","CAMDEN","08104",1
"NEW JERSEY","CEDAR KNOLLS","07927",1
"NEW JERSEY","CHERRY HILL","08003",1
"NEW JERSEY","CHERRY HILL","08034",1
"NEW JERSEY","CLIFTON","07011",1
"NEW JERSEY","CLIFTON","07013",1
"NEW JERSEY","CLOSTER","07624",1
"NEW JERSEY","DEPTFORD","08096",1
"NEW JERSEY","EAST LINDEN","07036",1
"NEW JERSEY","EAST ORANGE","07018",1
"NEW JERSEY","EAST WINDSOR","08512",1
"NEW JERSEY","EATONTOWN","07724",1
"NEW JERSEY","EDGEWATER","07020",1
"NEW JERSEY","EDISON, NEW JERSEY","08820",1
"NEW JERSEY","ELIZABETH","07201",1
"NEW JERSEY","ELIZABETH","07208",1
"NEW JERSEY","ELMWOOD PARK","07407",1
"NEW JERSEY","EWING","08618",1
"NEW JERSEY","FAIRVIEW","07022",1
"NEW JERSEY","FANWOOD","07023",1
"NEW JERSEY","FARMINGDALE","07727",1
"NEW JERSEY","FLORHAM PARK","07932",1
"NEW JERSEY","FORKED RIVER","08731",1
"NEW JERSEY","GALLOWAY","08205",1
"NEW JERSEY","GARWOOD","07027",1
"NEW JERSEY","HAWTHORNE","07506",1
"NEW JERSEY","JERSEY CITY","07305",1
"NEW JERSEY","JERSEY CITY, NJ","07310",1
"NEW JERSEY","KEARNY TOWN","07032",1
"NEW JERSEY","LAMBERTVILLE","08530",1
"NEW JERSEY","LANDING","07850",1
"NEW JERSEY","LEONIA","07605",1
"NEW JERSEY","LINCOLN PARK","07035",1
"NEW JERSEY","LINCROFT","07738",1
"NEW JERSEY","LITTLE FALLS","07424",1
"NEW JERSEY","LODI","07644",1
"NEW JERSEY","LONG BRANCH","07740",1
"NEW JERSEY","LONG VALLEY","07853",1
"NEW JERSEY","MAPLEWOOD","07040",1
"NEW JERSEY","MAYWOOD","07607",1
"NEW JERSEY","MEDFORD","08055",1
"NEW JERSEY","MIDDLESEX","08846",1
"NEW JERSEY","MORGANVILLE","07751",1
"NEW JERSEY","MOUNT ARLINGTON","07856",1
"NEW JERSEY","NEWARK","07104",1
"NEW JERSEY","NEWARK","07407",1
"NEW JERSEY","NEWTON","07860",1
"NEW JERSEY","NORTH BRANCH","08876",1
"NEW JERSEY","NORTHVALE","07647",1
"NEW JERSEY","OAKLAND","07436",1
"NEW JERSEY","OLD BRIGDE","08857",1
"NEW JERSEY","ORANGE","07052",1
"NEW JERSEY","PATERSON","07501",1
"NEW JERSEY","PATERSON","07502",1
"NEW JERSEY","PENNINGTON","08534",1
"NEW JERSEY","PICATAWAY","08854",1
"NEW JERSEY","PISCATAWAY","08855",1
"NEW JERSEY","ROCKAWAY","07866",1
"NEW JERSEY","ROCKLEIGH","07647",1
"NEW JERSEY","SADDLE BROOK","07663",1
"NEW JERSEY","SADDLE RIVER ROAD","07458",1
"NEW JERSEY","SALEM","08079",1
"NEW JERSEY","SEA BRIGHT","07760",1
"NEW JERSEY","SHREWSBURY","07702",1
"NEW JERSEY","SOUTH AMBOY","08879",1
"NEW JERSEY","SOUTH HACKENSACK","07606",1
"NEW JERSEY","STIRLING","07980",1
"NEW JERSEY","SUCCASUNNA","07876",1
"NEW JERSEY","TETERBORO","07608",1
"NEW JERSEY","UPPER SADDLE RIVER","07458",1
"NEW JERSEY","VOORHEES","08043",1
"NEW JERSEY","WALLINGTON","07057",1
"NEW JERSEY","WEST LONG BRANCH","07764",1
"NEW JERSEY","WEST ORANGE","07052",1
"NEW JERSEY","WHITEHOUSE STATION","08889",1
"NEW JERSEY .","PINE BROOK","07058",1
"NEW JERSEY AGENCIE ARCHITECTURE & ENGINEERING","JERSEY CITY","07302",1
"NEW JERSEY BERGEN","CLIFFSIDE PARK","07010",1
"NEW JERSEY DENTAL ARTS OF HACKENSACK, PC","HACKENSACK","07601",1
"NEW JERSEY FROMM PACKAGING SYSTEMS","BOONTON","07005",1
"NEW JERSEY HUDSON COUNTY","KEARNY","07032",1
"NEW JERSEY MIDDLESEX","CRANBURY","08512",1
"NEW JERSEY MIDDLESEX","EDISON","08817",1
"NEW JERSEY MIDDLESEX","SOUTH PLAINFIELD","07080",1
"NEW JERSEY N/A","EAST HANOVER","07936",1
"NEW JERSEY NEW JERSEY","CRANBURY","08512",1
"NEW JERSEY NEW JERSEY","EDISON","08820",1
"NEW JERSEY NEW JERSEY","EDISON","08837",1
"NEW JERSEY NEW JERSEY","FORT LEE","07024",1
"NEW JERSEY NEW JERSEY","JERSEY CITY","07302",1
"NEW JERSEY NEW JERSEY","NORTH BRUNSWICK","08902",1
"NEW JERSEY NEW JERSEY","PRINCETON","08540",1
"NEW JERSEY NJ","CLOSTER","07624",1
"NEW JERSEY NJ","MONMOUTH JUNCTION","08852",1
"NEW JERSEY NJ","MONTVALE","07645",1
"NEW JERSEY NJ","NEW BRUNSWICK","08901",1
"NEW JERSEY NJ","NUTLEY","07110",1
"NEW JERSEY NOKOCO INC","NORTH BERGEN","07047",1
"NEW JERSEY SOMERSET","WARREN","07059",1
"NEW MEXICO","ALAMOGORDO","88310",1
"NEW MEXICO","ALBUQUERQUE","87102",1
"NEW MEXICO","ALBUQUERQUE","87112",1
"NEW MEXICO","ALBUQUERQUE","87120",1
"NEW MEXICO","ALBUQUERUQE","87107",1
"NEW MEXICO","CLOVIS","88101",1
"NEW MEXICO","CROWNPOINT","87313",1
"NEW MEXICO","HAGERMAN","88232",1
"NEW MEXICO","LAS CRUCES","88005",1
"NEW MEXICO","ROSWELL","88201",1
"NEW MEXICO","RUIDOSO DOWNS","88346",1
"NEW MEXICO","TAOS","87571",1
"NEW YORK","ALBANY","12206",1
"NEW YORK","ALBANY","12208",1
"NEW YORK","AMAGANSETT","11930",1
"NEW YORK","AMHERST","14226-1056",1
"NEW YORK","ANNANDALE-ON-HUDSON","12504-5000",1
"NEW YORK","ARDSLEY","10502",1
"NEW YORK","ASTORIA","11101",1
"NEW YORK","AUBURN","13021",1
"NEW YORK","BAY SHORE","11706",1
"NEW YORK","BOHEMIA","11716",1
"NEW YORK","BRENTWOOD","11717",1
"NEW YORK","BRIDGEHAMPTON","11932",1
"NEW YORK","BRONX","10451",1
"NEW YORK","BRONX","10454",1
"NEW YORK","BRONX","10458",1
"NEW YORK","BRONX","10463",1
"NEW YORK","BRONX","10464",1
"NEW YORK","BRONX","10465",1
"NEW YORK","BRONX","10466",1
"NEW YORK","BRONX","10468",1
"NEW YORK","BRONX","10472",1
"NEW YORK","BRONX","10475",1
"NEW YORK","BROOKLYN","11204",1
"NEW YORK","BROOKLYN","11206",1
"NEW YORK","BROOKLYN","11207",1
"NEW YORK","BROOKLYN","11212",1
"NEW YORK","BROOKLYN","11218",1
"NEW YORK","BROOKLYN","11223",1
"NEW YORK","BROOKLYN","11225",1
"NEW YORK","BROOKLYN","11228",1
"NEW YORK","BROOKLYN","11229",1
"NEW YORK","BROOKLYN","11230",1
"NEW YORK","BROOKLYN","11236",1
"NEW YORK","BROOKLYN","11238",1
"NEW YORK","BUFFALO","14213",1
"NEW YORK","BUFFALO","14215",1
"NEW YORK","BUFFALO","14228",1
"NEW YORK","CENTRAL ISLIP","11722",1
"NEW YORK","CHESTNUT RIDGE","10977",1
"NEW YORK","COMMACK","11725",1
"NEW YORK","CORONA","11368",1
"NEW YORK","CUTCHOGUE","11935",1
"NEW YORK","DOVER PLAINS","12522",1
"NEW YORK","EAST AMHERST","14051",1
"NEW YORK","EAST NORTHPORT","11731",1
"NEW YORK","EDEN","14057",1
"NEW YORK","ELMHURST","11373",1
"NEW YORK","ELMSFORD","10523",1
"NEW YORK","ENDWELL","13760",1
"NEW YORK","ERWIN","14870",1
"NEW YORK","FAR ROCKAWAY","11691",1
"NEW YORK","FARMINGDALE","11735",1
"NEW YORK","FARMINGDALE,","11735",1
"NEW YORK","FARMINGTON","14425",1
"NEW YORK","FAYETTEVILLE","13066",1
"NEW YORK","FLORAL PARK","11001",1
"NEW YORK","FLORIDA","10921",1
"NEW YORK","FLUSHING","11368",1
"NEW YORK","FRANKLIN SQUARE","11010",1
"NEW YORK","GARDEN CITY","115304814",1
"NEW YORK","GARDEN CITY PARK","11040",1
"NEW YORK","GLEN COVE","11542",1
"NEW YORK","GLEN OAKS","11004",1
"NEW YORK","GREAT NECK","10021",1
"NEW YORK","GREAT NECK","11023",1
"NEW YORK","GREENE","13778",1
"NEW YORK","GREENPORT","11944",1
"NEW YORK","GREENVALE","11548",1
"NEW YORK","HAMILTON","13346",1
"NEW YORK","HARRISON","10528",1
"NEW YORK","HOLTSVILLE","11742",1
"NEW YORK","HUDSON","12534",1
"NEW YORK","JACKSON HEIGHTS","11372",1
"NEW YORK","JERSEY CITY","07305",1
"NEW YORK","KINGS POINT","11024",1
"NEW YORK","LAKE RONKONKOMA","11738",1
"NEW YORK","LAKE SUCCESS","11020",1
"NEW YORK","LARCHMONT","10538",1
"NEW YORK","LAURELTON","11413",1
"NEW YORK","LOCUST VALLEY","11560",1
"NEW YORK","LONG ISLAND CITY","11106",1
"NEW YORK","LOUDONVILLE","12211",1
"NEW YORK","LYNBROOK","11563",1
"NEW YORK","MCGRAW","13101",1
"NEW YORK","MONSEY","10952",1
"NEW YORK","MORICHES","11952",1
"NEW YORK","MOUNT VERNON","10550",1
"NEW YORK","MT. KISCO","10549",1
"NEW YORK","NANUET","10954",1
"NEW YORK","NEW  YORK","10022",1
"NEW YORK","NEW HYDE PARK","11040",1
"NEW YORK","NEW ROCHELLE","10801",1
"NEW YORK","NEW WINDSOR","12553",1
"NEW YORK","NEW YORK","10001-4101",1
"NEW YORK","NEW YORK","10009",1
"NEW YORK","NEW YORK","10017-3401",1
"NEW YORK","NEW YORK","10017-7722",1
"NEW YORK","NEW YORK","10021",1
"NEW YORK","NEW YORK","10025",1
"NEW YORK","NEW YORK","10028",1
"NEW YORK","NEW YORK","10031",1
"NEW YORK","NEW YORK","10045",1
"NEW YORK","NEW YORK","10069",1
"NEW YORK","NEW YORK","10075",1
"NEW YORK","NEW YORK","10106",1
"NEW YORK","NEW YORK","10107",1
"NEW YORK","NEW YORK","10151",1
"NEW YORK","NEW YORK","10152",1
"NEW YORK","NEW YORK","10171",1
"NEW YORK","NEW YORK","10279",1
"NEW YORK","NEW YORK","NY 10022 ",1
"NEW YORK","NEW YORK","NY 10174",1
"NEW YORK","NEW YORK CITY","10013",1
"NEW YORK","NEW YORK CITY","10018",1
"NEW YORK","NEW YORK, NEW YORK","10004",1
"NEW YORK","NEWYORK","10018",1
"NEW YORK","NY","10018",1
"NEW YORK","NY","10036",1
"NEW YORK","NYC","10013",1
"NEW YORK","NYC","10036",1
"NEW YORK","OGDENSBURG","13669",1
"NEW YORK","ORANGEBURG","10962-2615",1
"NEW YORK","ORCHARD PARK","14127",1
"NEW YORK","OZONE PARK","11417",1
"NEW YORK","PATCHOGUE","11772",1
"NEW YORK","PEEKSKILL","10566",1
"NEW YORK","PELHAM","10803",1
"NEW YORK","PORT JEFFERSON STATION","11776",1
"NEW YORK","PORT JERVIS","12771",1
"NEW YORK","POTSDAM","13676",1
"NEW YORK","REMSENBURG","11960",1
"NEW YORK","RHINEBECK,","12572",1
"NEW YORK","RIDGEWOOD","11385",1
"NEW YORK","ROCHESTER","14607",1
"NEW YORK","ROCHESTER","14624",1
"NEW YORK","ROCHESTER","14649",1
"NEW YORK","ROCKAWAY BEACH","11693",1
"NEW YORK","ROSEDALE","11422",1
"NEW YORK","ROSLYN HEIGHTS","11577",1
"NEW YORK","ROSLYN HEIGHTS","11578",1
"NEW YORK","SCARSDALE","10583",1
"NEW YORK","SCHENECTADY","12345",1
"NEW YORK","SEAFORD","11783",1
"NEW YORK","SHELTER ISLAND","11964",1
"NEW YORK","SLINGERLANDS","12159",1
"NEW YORK","SLOATSBURG","10974",1
"NEW YORK","SOUTH RICHMOND HILL","11419",1
"NEW YORK","SOUTHAMPTON","11968",1
"NEW YORK","SOUTHAMPTON","11969",1
"NEW YORK","SPRING VALLEY","10977",1
"NEW YORK","ST. HUBERTS","12943",1
"NEW YORK","STATEN ISLAND","10301",1
"NEW YORK","STATEN ISLAND","10302",1
"NEW YORK","STATEN ISLAND","10306",1
"NEW YORK","STATEN ISLAND","10307",1
"NEW YORK","SUNNYSIDE","11104",1
"NEW YORK","SYOSSET","11791",1
"NEW YORK","SYRACUSE","13205",1
"NEW YORK","SYRACUSE","13206",1
"NEW YORK","THORNWOOD","10594",1
"NEW YORK","TROY","12180",1
"NEW YORK","VALHALLA","10595",1
"NEW YORK","VICTOR","14564",1
"NEW YORK","W HENRIETTA","14586",1
"NEW YORK","WANTAGH","11793",1
"NEW YORK","WATERTOWN","13601",1
"NEW YORK","WEST BABYLON","11704",1
"NEW YORK","WEST BAY SHORE","11706",1
"NEW YORK","WEST COXSACKIE","12192",1
"NEW YORK","WHITE PLAINS","10605",1
"NEW YORK","WHITESTONE","11357",1
"NEW YORK","WILLIAMSVILLE","14221",1
"NEW YORK","YONKERS","10701",1
"NEW YORK","YONKERS","10704",1
"NEW YORK 11101","LONG ISLAND CITY","11101",1
"NEW YORK 14202","BUFFALO","14202",1
"NEW YORK 1971","BROOKLYN","11215",1
"NEW YORK BOOMSET, INC.","NEW YORK","10007",1
"NEW YORK BROKER GENIUS INC","NEW YORK","10001",1
"NEW YORK DUTCHESS","HOPEWELL JUNCTION","12533",1
"NEW YORK JAGERMEISTER","WHITE PLAINS","10606",1
"NEW YORK K. SIDRANE, INC.","FARMINGDALE","11735",1
"NEW YORK LOWER EAST SIDE FAMILY UNION","NEW YORK","10009",1
"NEW YORK MEDIPOINT, INC.","MINEOLA","11501",1
"NEW YORK MR.","PORT CHESTER","10573",1
"NEW YORK N/A","STONY BROOK","11794",1
"NEW YORK NEO PHILANTHROPY","NEW YORK","10018",1
"NEW YORK NEW YORK","BROOKLYN","11225",1
"NEW YORK NEW YORK","CEDARHURST","11516",1
"NEW YORK NEW YORK","LIC","11101",1
"NEW YORK NEW YORK","LONG ISLAND CITY","11106",1
"NEW YORK NEW YORK","NEW YORK","10006",1
"NEW YORK NEW YORK","NEW YORK","10013",1
"NEW YORK NEW YORK","NEW YORK","10018",1
"NEW YORK NEW YORK","NEW YORK","10025",1
"NEW YORK NEW YORK","NEW YORK","10036",1
"NEW YORK NEW YORK","RIDGEWOOD","11385",1
"NEW YORK NEW YORK","ROCHESTER","14623",1
"NEW YORK NEW YORK ","NEW YORK","10011",1
"NEW YORK NEW YORK COUNTY","NEW YORK","10119",1
"NEW YORK NY","BROOKLYN","11249",1
"NEW YORK NY","BUFFALO","14202",1
"NEW YORK NY","HAUPPAUGE","11788",1
"NEW YORK NY","HOLTSVILLE","11742",1
"NEW YORK NY","MELVILLE","11747",1
"NEW YORK NY","NEW YORK","10003",1
"NEW YORK NY","NEW YORK","10007",1
"NEW YORK NY","NEW YORK","10013",1
"NEW YORK NY","NEW YORK","10018",1
"NEW YORK NY-NEW YORK","MELVILLE","11747",1
"NEW YORK OPACIC ARCHITECTS","IRVINGTON","10522",1
"NEW YORK QUEENS","COLLEGE POINT","11354",1
"NEW YORK QUEENS","FLUSHING","11354",1
"NEW YORK SPUTNIK","NEW YORK","10013",1
"NEW YORK SUFFOLK","MATTITUCK","11952",1
"NEW YORK THINK CONSTRUCTION","NEW YORK","10001",1
"NEW YORK WILLIAMSBURG NORTHSIDE PRESCHOOL","BROOKLYN","11211",1
"NORTH CAROLINA","APEX","27502",1
"NORTH CAROLINA","ASHEVILLE","28803",1
"NORTH CAROLINA","BANNER ELK","28604",1
"NORTH CAROLINA","BATTLEBORO","27809",1
"NORTH CAROLINA","BENSON","27504",1
"NORTH CAROLINA","BREVARD","28712",1
"NORTH CAROLINA","CARY","27518",1
"NORTH CAROLINA","CARY","27519",1
"NORTH CAROLINA","CHAPEL HILL","27516",1
"NORTH CAROLINA","CHAPEL HILL","27517",1
"NORTH CAROLINA","CHARLOTTE","28203-0064",1
"NORTH CAROLINA","CHARLOTTE","28206",1
"NORTH CAROLINA","CHARLOTTE","28210",1
"NORTH CAROLINA","CHARLOTTE","28214",1
"NORTH CAROLINA","CHARLOTTE","28269",1
"NORTH CAROLINA","CULLOWHEE","28723",1
"NORTH CAROLINA","DURHAM","27701",1
"NORTH CAROLINA","ENFIELD","27823",1
"NORTH CAROLINA","FAYETTEVILLE","28311",1
"NORTH CAROLINA","GASTONIA","28053",1
"NORTH CAROLINA","GLEN RAVEN","27217",1
"NORTH CAROLINA","GREENSBORO","27408",1
"NORTH CAROLINA","HICKORY","28602",1
"NORTH CAROLINA","HIGH POINT","27260",1
"NORTH CAROLINA","JACKSONVILLE","28546",1
"NORTH CAROLINA","KNIGHTDALE","27545",1
"NORTH CAROLINA","MATTHEWS","28079",1
"NORTH CAROLINA","MEBANE","27302",1
"NORTH CAROLINA","MOCKSVILLE","27028",1
"NORTH CAROLINA","MOUNT AIRY","27030",1
"NORTH CAROLINA","MOUNT OLIVE","28365",1
"NORTH CAROLINA","MT. AIRY","27030",1
"NORTH CAROLINA","NEW HILL","27562",1
"NORTH CAROLINA","RAEFORD","28376",1
"NORTH CAROLINA","RALEIGH","27614",1
"NORTH CAROLINA","RALEIGH","27616",1
"NORTH CAROLINA","RELEIGH","27587",1
"NORTH CAROLINA","ROSE HILL","28458",1
"NORTH CAROLINA","SANFORD","27332",1
"NORTH CAROLINA","SEMORA","27343",1
"NORTH CAROLINA","SOUTHERN PINES","2887-5181",1
"NORTH CAROLINA","STATESVILLE","28677",1
"NORTH CAROLINA","THOMASVILLE","27360",1
"NORTH CAROLINA","WADE","28395",1
"NORTH CAROLINA","WAKE FOREST","27587",1
"NORTH CAROLINA","WAKE FOREST","27588",1
"NORTH CAROLINA","WILLIAMSTON","27892",1
"NORTH CAROLINA","WILMINGTON","28411",1
"NORTH CAROLINA","WILSON","27893",1
"NORTH CAROLINA","WINSTON SALEM","27101",1
"NORTH CAROLINA","WINSTON SALEM","27103",1
"NORTH CAROLINA","WINSTON-SALEM","27105",1
"NORTH CAROLINA ARROWLYTICS","CHARLOTTE","28209",1
"NORTH CAROLINA N/A","MORGANTON","28655",1
"NORTH CAROLINA NC","DURHAM","27703",1
"NORTH CAROLINA NC","LINCOLNTON","28092",1
"NORTH CAROLINA NORTH CAROLINA","CHARLOTTE","28226",1
"NORTH CAROLINA NORTH CAROLINA (NC)","CARY","27511",1
"NORTH CAROLINA SOUTHERN CORROSION","ROANOKE RAPIDS","27870",1
"NORTH DAKOTA","FARGO","58103",1
"NORTH DAKOTA","FARGO","58121",1
"NORTH DAKOTA","FARGO","58122",1
"NORTH DAKOTA","GRAND FORKS","58206-5131",1
"NORTH DAKOTA","JAMESTOWN","58405",1
"NORTH DAKOTA","LANSFORD","58750",1
"NORTH DAKOTA","LEITH","585299617",1
"NORTH DAKOTA","MADDOCK","58348",1
"NORTH DAKOTA","MINOT","58707",1
"NORTH DAKOTA","OAKES","58474",1
"NORTH DAKOTA","STEELE","58482",1
"NORTH DAKOTA","ZEELAND","58581",1
"NORTHERN MARIANA ISLANDS","SAIPAN","969500170",1
"NORTHERN MARIANA ISLANDS","TINIAN","96952",1
"NORTHERN MARIANA ISLANDS CNMI","SAIPAN","96950",1
"NORTHERN MARIANA ISLANDS NORTHERN MARIANA ISLANDS","SAIPAN","96950",1
"OHIO","AKRON","44306",1
"OHIO","AKRON","44307",1
"OHIO","AKRON","44308",1
"OHIO","AKRON","44313",1
"OHIO","AKRON","44325-4733",1
"OHIO","AVON LAKE","44012",1
"OHIO","BATAVIA","45103",1
"OHIO","BEACHWOOD","44122",1
"OHIO","BLUFFTON","45817",1
"OHIO","BOWLING GREEN","43402",1
"OHIO","BRECKSVILLE","44141",1
"OHIO","CANAL WINCHESTER","43110",1
"OHIO","CENTERVILLE","45458",1
"OHIO","CINCINNATI","45209",1
"OHIO","CINCINNATI","45215",1
"OHIO","CINCINNATI","45219",1
"OHIO","CINCINNATI","45227",1
"OHIO","CINCINNATI","45237",1
"OHIO","CINCINNATI","45263",1
"OHIO","CLEVELAND","44109-1998",1
"OHIO","CLEVELAND","44117",1
"OHIO","CLEVELAND","44120",1
"OHIO","CLEVELAND","44128",1
"OHIO","CLEVELAND","44145",1
"OHIO","COLUMBUS","43026",1
"OHIO","COLUMBUS","43201",1
"OHIO","COLUMBUS","43209",1
"OHIO","COLUMBUS","43212",1
"OHIO","COLUMBUS","43220",1
"OHIO","COLUMBUS","43287",1
"OHIO","COLUMBUS GROVE","45830",1
"OHIO","DAYTON","45405",1
"OHIO","DAYTON","45429",1
"OHIO","DAYTON","45435",1
"OHIO","DAYTON","45439",1
"OHIO","DAYTON","45469",1
"OHIO","DELAWARE","43015",1
"OHIO","ELYRIA","44035",1
"OHIO","EUCLID","44117",1
"OHIO","FREMONT","43420",1
